ad_exchange,floor_price,count,proportion
2,78,75.0,4.790166439761805e-06
2,79,83.0,5.3011175266697305e-06
2,80,30.0,1.916066575904722e-06
2,81,12676.0,0.0008096019972056085
2,82,393.0,2.5100472144351858e-05
2,83,3.0,1.916066575904722e-07
2,84,89.0,5.684330841850675e-06
2,85,103.0,6.5784952439395455e-06
2,86,3.0,1.916066575904722e-07
2,87,5.0,3.193444293174537e-07
2,88,85.0,5.428855298396712e-06
2,89,21994.0,0.0014047322756816152
2,90,12760.0,0.0008149669836181418
2,91,476.0,3.0401589671021588e-05
2,92,2685.0,0.0001714879585434726
2,93,294.0,1.8777452443866274e-05
2,94,1430.0,9.133250678479174e-05
2,95,11.0,7.025577444983981e-07
2,96,35.0,2.2354110052221757e-06
2,97,4.0,2.554755434539629e-07
2,98,69.0,4.406953124580861e-06
2,99,701.0,4.4772088990307e-05
2,100,36587.0,0.0023367709270875354
2,101,324.0,2.0693519019770995e-05
2,102,725.0,4.630494225103078e-05
2,103,49676.0,0.0031727507741547657
2,104,130.0,8.302955162253795e-06
2,105,322.0,2.0565781248044014e-05
2,106,41.0,2.61862432040312e-06
2,107,701.0,4.4772088990307e-05
2,108,395.0,2.522820991607884e-05
2,109,179.0,1.143253056956484e-05
2,110,355.0,2.267345448153921e-05
2,111,27496.0,0.0017561388857025412
2,112,73.0,4.662428668034823e-06
2,113,173.0,1.1049317254383897e-05
2,114,3.0,1.916066575904722e-07
2,115,1548.0,9.886903531668365e-05
2,116,810.0,5.1733797549427495e-05
2,117,119.0,7.600397417755397e-06
2,118,18857.0,0.0012043755807278447
2,119,138.0,8.813906249161721e-06
2,120,2979.0,0.0001902654109873389
2,121,52.0,3.321182064901518e-06
2,122,150.0,9.58033287952361e-06
2,123,1797.0,0.00011477238789669284
2,124,371.0,2.3695356655355063e-05
2,125,24700.0,0.001577561480828221
2,126,71.0,4.534690896307842e-06
2,127,12.0,7.664266303618888e-07
2,128,10.0,6.386888586349074e-07
2,129,3.0,1.916066575904722e-07
2,130,57.0,3.640526494218972e-06
2,131,205.0,1.30931216020156e-05
2,132,29.0,1.8521976900412311e-06
2,133,109531.0,0.006995622937514003
2,135,63.0,4.0237398093999164e-06
2,136,117.0,7.472659646028415e-06
2,137,485.0,3.0976409643793004e-05
2,138,545.0,3.480854279560245e-05
2,139,4437.0,0.00028338624657630836
2,140,132941.0,0.008490793555578321
2,141,191.0,1.219895719992673e-05
2,142,517.0,3.302021399142471e-05
2,143,1641.0,0.00010480884170198829
2,144,7266.0,0.00046407132468412364
2,145,1007.0,6.431596806453516e-05
2,146,224.0,1.4306630433421924e-05
2,147,2057.0,0.00013137829822120042
2,148,274278.0,0.01751783027686651
2,149,104.0,6.642364129803036e-06
2,150,1749.0,0.00011170668137524529
2,151,28.0,1.7883288041777405e-06
2,152,18.0,1.149639945542833e-06
2,153,4792.0,0.0003060597010578476
2,154,3944.0,0.00025189888584560745
2,155,575.0,3.672460937150717e-05
2,156,24.0,1.5328532607237776e-06
2,157,1530.0,9.771939537114082e-05
2,158,19.0,1.2135088314063239e-06
2,159,19.0,1.2135088314063239e-06
2,160,128.0,8.175217390526813e-06
2,161,79.0,5.045641983215768e-06
2,162,128384.0,0.008199743042698394
2,163,2349.0,0.00015002801289333974
2,164,37.0,2.363148776949157e-06
2,165,31.0,1.979935461768213e-06
2,166,14.0,8.941644020888703e-07
2,167,4.0,2.554755434539629e-07
2,168,110.0,7.0255774449839804e-06
2,169,65.0,4.151477581126897e-06
2,170,4.0,2.554755434539629e-07
2,171,2.0,1.2773777172698145e-07
2,172,6.0,3.832133151809444e-07
2,173,9.0,5.748199727714165e-07
2,174,5.0,3.193444293174537e-07
2,175,38.0,2.4270176628126478e-06
2,176,15.0,9.58033287952361e-07
2,177,73609.0,0.004701324819525689
2,178,17.0,1.0857710596793424e-06
2,179,195.0,1.2454432743380692e-05
2,180,310137.0,0.019808104655045424
2,181,179.0,1.143253056956484e-05
2,182,29.0,1.8521976900412311e-06
2,183,97.0,6.195281928758601e-06
2,184,15.0,9.58033287952361e-07
2,185,36955.0,0.0023602746770853
2,186,32.0,2.0438043476317032e-06
2,187,26.0,1.660591032450759e-06
2,188,6950.0,0.0004438887567512606
2,189,711.0,4.541077784894191e-05
2,190,113.0,7.217184102574453e-06
2,191,908.0,5.799294836404959e-05
2,192,17744.0,0.0011332895107617794
2,193,5.0,3.193444293174537e-07
2,194,3671.0,0.00023446268000487446
2,195,2.0,1.2773777172698145e-07
2,196,2.0,1.2773777172698145e-07
2,197,7.0,4.4708220104443513e-07
2,198,35.0,2.2354110052221757e-06
2,199,1363.0,8.705329143193786e-05
2,200,1865.0,0.00011911547213541021
2,201,94.0,6.003675271168129e-06
2,202,8.0,5.109510869079258e-07
2,203,67.0,4.279215352853879e-06
2,204,9.0,5.748199727714165e-07
2,205,3.0,1.916066575904722e-07
2,206,150.0,9.58033287952361e-06
2,207,10.0,6.386888586349074e-07
2,208,48.0,3.0657065214475552e-06
2,209,19.0,1.2135088314063239e-06
2,210,137.0,8.75003736329823e-06
2,211,48.0,3.0657065214475552e-06
2,212,3.0,1.916066575904722e-07
2,213,42.0,2.6824932062666107e-06
2,214,37.0,2.363148776949157e-06
2,215,269.0,1.7180730297279008e-05
2,216,132.0,8.430692933980776e-06
2,217,6.0,3.832133151809444e-07
2,219,8.0,5.109510869079258e-07
2,220,5.0,3.193444293174537e-07
2,221,35945.0,0.002295767102363174
2,222,11.0,7.025577444983981e-07
2,223,125.0,7.983610732936342e-06
2,224,211.0,1.3476334917196545e-05
2,225,113.0,7.217184102574453e-06
2,226,161.0,1.0282890624022007e-05
2,227,14.0,8.941644020888703e-07
2,228,18.0,1.149639945542833e-06
2,229,1052.0,6.719006792839225e-05
2,230,612.0,3.908775814845633e-05
2,231,3914.0,0.00024998281926970274
2,232,10.0,6.386888586349074e-07
2,233,103.0,6.5784952439395455e-06
2,234,71.0,4.534690896307842e-06
2,235,92.0,5.875937499441147e-06
2,236,2640.0,0.00016861385867961552
2,237,1494.0,9.542011548005516e-05
2,238,347.0,2.2162503394631283e-05
2,239,104.0,6.642364129803036e-06
2,240,181.0,1.1560268341291822e-05
2,241,16.0,1.0219021738158516e-06
2,242,1.0,6.386888586349073e-08
2,243,1.0,6.386888586349073e-08
2,244,144.0,9.197119564342664e-06
2,246,177.0,1.130479279783786e-05
2,247,208.0,1.3284728259606073e-05
2,248,26.0,1.660591032450759e-06
2,249,20.0,1.2773777172698147e-06
2,250,13397.0,0.0008556514639131853
2,251,179.0,1.143253056956484e-05
2,252,182.0,1.1624137227155313e-05
2,253,18.0,1.149639945542833e-06
2,254,33.0,2.107673233495194e-06
2,255,15.0,9.58033287952361e-07
2,256,46.0,2.9379687497205736e-06
2,257,30.0,1.916066575904722e-06
2,258,12.0,7.664266303618888e-07
2,259,187.0,1.1943481656472767e-05
2,260,114.0,7.281052988437944e-06
2,261,38.0,2.4270176628126478e-06
2,262,10.0,6.386888586349074e-07
2,263,1017.0,6.495465692317008e-05
2,264,3.0,1.916066575904722e-07
2,265,96.0,6.1314130428951105e-06
2,266,1.0,6.386888586349073e-08
2,267,646.0,4.125930026781501e-05
2,268,1.0,6.386888586349073e-08
2,269,429.0,2.7399752035437524e-05
2,270,2.0,1.2773777172698145e-07
2,271,39.0,2.4908865486761386e-06
2,272,20.0,1.2773777172698147e-06
2,273,22.0,1.4051154889967962e-06
2,274,50.0,3.1934442931745365e-06
2,275,444.0,2.8357785323389885e-05
2,276,30.0,1.916066575904722e-06
2,277,6.0,3.832133151809444e-07
2,278,164.0,1.047449728161248e-05
2,280,9144.0,0.0005840170923357592
2,284,6.0,3.832133151809444e-07
2,285,1.0,6.386888586349073e-08
2,287,4.0,2.554755434539629e-07
2,288,5.0,3.193444293174537e-07
2,289,7.0,4.4708220104443513e-07
2,290,10.0,6.386888586349074e-07
2,291,7.0,4.4708220104443513e-07
2,292,34.0,2.171542119358685e-06
2,294,31.0,1.979935461768213e-06
2,295,1610.0,0.00010282890624022007
2,297,2.0,1.2773777172698145e-07
2,298,4.0,2.554755434539629e-07
2,299,27.0,1.7244599183142497e-06
2,300,15.0,9.58033287952361e-07
3,0,42472.0,0.0010967817723711447
3,5,65650.0,0.0016953221735770778
3,10,1173743.0,0.030310320395748363
3,20,6442017.0,0.16635634825073095
3,31,929102.0,0.023992798508984163
3,40,117318.0,0.003029578168464823
3,50,7246474.0,0.18713035875780323
3,61,8863.0,0.00022887494934369597
3,70,7063329.0,0.1824008876309217
3,80,2040566.0,0.05269484823225413
3,100,13594669.0,0.35106388115980075
4,0,816347.0,0.7795245966290343
4,30,230890.0,0.2204754033709657
null,4,290.0,0.00028489272806399675
null,5,142653.0,0.1401406977121149
null,6,346610.0,0.3405057533595238
null,7,10698.0,0.010509594499409093
null,8,11108.0,0.010912373873568536
null,9,11339.0,0.011139305667302273
null,10,11153.0,0.01095658136585433
null,11,11248.0,0.011049908294013224
null,12,10818.0,0.01062748114550454
null,13,10646.0,0.010458510286101065
null,14,10313.0,0.010131374843186202
null,15,10013.0,0.009836658227947584
null,16,9700.0,0.00952917055938196
null,17,9466.0,0.009299291599495838
null,18,9216.0,0.009053694420130324
null,19,8923.0,0.008765854525913941
null,20,8609.0,0.008457384468630855
null,21,8466.0,0.00831690288203378
null,22,8137.0,0.007993696993988763
null,23,7892.0,0.007753011758210559
null,24,7722.0,0.007586005676242009
null,25,7355.0,0.007225469016933435
null,26,6972.0,0.006849214138145467
null,27,6815.0,0.0066949791095039235
null,28,6596.0,0.006479835980379733
null,29,6601.0,0.0064847479239670425
null,30,6348.0,0.006236203578449142
null,31,6015.0,0.005909068135534277
null,32,6075.0,0.005968011458582
null,33,5738.0,0.005636946460797287
null,34,5722.0,0.005621228241317894
null,35,5502.0,0.005405102723476242
null,36,5441.0,0.005345177011711056
null,37,5397.0,0.005301951908142725
null,38,5313.0,0.0052194312558759125
null,39,5177.0,0.005085826390301073
null,40,5027.0,0.004938468082681764
null,41,4810.0,0.004725289730992497
null,42,4770.0,0.004685994182294016
null,43,4698.0,0.004615262194636747
null,44,4629.0,0.004547477373131865
null,45,4471.0,0.00439225995577286
null,46,4368.0,0.004291073917874268
null,47,4306.0,0.004230165817391621
null,48,4220.0,0.004145680387689883
null,49,4006.0,0.003935449202153003
null,50,4033.0,0.003961973697524479
null,51,3929.0,0.0038598052709084246
null,52,3845.0,0.003777284618641612
null,53,3774.0,0.003707535019701806
null,54,3559.0,0.0034963214454474634
null,55,3554.0,0.003491409501860153
null,56,3411.0,0.003350927915263079
null,57,3442.0,0.0033813819655044027
null,58,3416.0,0.003355839858850389
null,59,3263.0,0.003205534385078694
null,60,3196.0,0.0031397143410087365
null,61,3142.0,0.0030866653502657853
null,62,3089.0,0.003034598748240296
null,63,7282.0,0.007153754640558704
null,64,2829.0,0.002779177681700161
null,65,2757.0,0.002708445694042893
null,66,2906.0,0.0028548216129447397
null,67,2679.0,0.0026318193740808528
null,68,2667.0,0.002620030709471308
null,69,2558.0,0.0025129503392679435
null,70,2569.0,0.002523756615160026
null,71,2444.0,0.002400958025477269
null,72,2410.0,0.002367556809083559
null,73,2250.0,0.0022103746142896298
null,74,2288.0,0.002247705385553188
null,75,2229.0,0.0021897444512229266
null,76,2139.0,0.0021013294666513416
null,77,2471.0,0.0024274825208487447
null,78,2052.0,0.0020158616482321423
null,79,2025.0,0.0019893371528606667
null,80,2042.0,0.0020060377610575217
null,81,1945.0,0.0019107460554637023
null,82,1996.0,0.0019608478800542672
null,83,1896.0,0.0018626090083080614
null,84,1901.0,0.0018675209518953717
null,85,1810.0,0.0017781235786063245
null,86,1786.0,0.001754546249387235
null,87,1833.0,0.0018007185191079517
null,88,1780.0,0.0017486519170824626
null,89,1783.0,0.0017515990832348489
null,90,1663.0,0.001633712437139402
null,91,1626.0,0.0015973640545933058
null,92,1617.0,0.0015885225561361473
null,93,1611.0,0.0015826282238313749
null,94,1475.0,0.0014490233582565351
null,95,1550.0,0.0015227025120661895
null,96,1486.0,0.0014598296341486177
null,97,1439.0,0.001413657364427901
null,98,1428.0,0.0014028510885358183
null,99,1389.0,0.0013645379285547982
null,100,1363.0,0.0013389958219007846
null,101,1371.0,0.001346854931640481
null,102,1286.0,0.0012633518906562061
null,103,1289.0,0.0012662990568085924
null,104,1320.0,0.0012967531070499161
null,105,1191.0,0.0011700249624973108
null,106,1249.0,0.0012270035081101101
null,107,1263.0,0.001240756950154579
null,108,1236.0,0.0012142324547831033
null,109,1178.0,0.001157253909170304
null,110,1224.0,0.0012024437901735586
null,111,1168.0,0.0011474300219956833
null,112,1134.0,0.0011140288056019733
null,113,1089.0,0.0010698213133161808
null,114,1023.0,0.001004983657963685
null,115,1026.0,0.0010079308241160712
null,116,1037.0,0.001018737100008154
null,117,1012.0,0.0009941773820716024
null,118,980.0,0.0009627409431128166
null,119,999.0,0.0009814063287445956
null,120,937.0,0.000920498228261948
null,121,948.0,0.0009313045041540307
null,122,961.0,0.0009440755574810374
null,123,934.0,0.0009175510621095619
null,124,862.0,0.0008468190744522937
null,125,932.0,0.0009155862846746377
null,126,880.0,0.0008645020713666108
null,127,847.0,0.0008320832436903629
null,128,881.0,0.0008654844600840729
null,129,831.0,0.0008163650242109699
null,130,891.0,0.0008753083472586934
null,131,835.0,0.0008202945790808182
null,132,783.0,0.0007692103657727912
null,133,753.0,0.0007397387042489294
null,134,851.0,0.0008360127985602111
null,135,768.0,0.0007544745350108603
null,136,759.0,0.0007456330365537018
null,137,735.0,0.0007220557073346124
null,138,748.0,0.0007348267606616191
null,139,723.0,0.0007102670427250677
null,140,757.0,0.0007436682591187777
null,141,775.0,0.0007613512560330947
null,142,726.0,0.0007132142088774538
null,143,715.0,0.0007024079329853712
null,144,697.0,0.0006847249360710542
null,145,685.0,0.0006729362714615095
null,146,681.0,0.0006690067165916613
null,147,639.0,0.0006277463904582549
null,148,718.0,0.0007053550991377574
null,149,654.0,0.0006424822212201857
null,150,636.0,0.0006247992243058687
null,151,639.0,0.0006277463904582549
null,152,607.0,0.000596309951499469
null,153,601.0,0.0005904156191946967
null,154,616.0,0.0006051514499566276
null,155,600.0,0.0005894332304772346
null,156,580.0,0.0005697854561279935
null,157,554.0,0.00054424334947398
null,158,528.0,0.0005187012428199665
null,159,548.0,0.0005383490171692076
null,160,513.0,0.0005039654120580356
null,161,510.0,0.0005010182459056495
null,162,529.0,0.0005196836315374285
null,163,523.0,0.0005137892992326562
null,164,555.0,0.000545225738191442
null,165,506.0,0.0004970886910358012
null,166,509.0,0.0005000358571881873
null,167,488.0,0.00047940569412148416
null,168,506.0,0.0004970886910358012
null,169,465.0,0.0004568107536198568
null,170,485.0,0.000476458527969098
null,171,491.0,0.00048235286027387033
null,172,452.0,0.0004440397002928501
null,173,479.0,0.00047056419566432565
null,174,463.0,0.0004548459761849327
null,175,446.0,0.00043814536798807775
null,176,463.0,0.0004548459761849327
null,177,488.0,0.00047940569412148416
null,178,408.0,0.00040081459672451956
null,179,446.0,0.00043814536798807775
null,180,431.0,0.00042340953722614684
null,181,433.0,0.00042537431466107097
null,182,396.0,0.00038902593211497487
null,183,409.0,0.0004017969854419816
null,184,418.0,0.0004106384838991401
null,185,441.0,0.00043323342440076745
null,186,392.0,0.0003850963772451266
null,187,395.0,0.0003880435433975128
null,188,618.0,0.0006071162273915517
null,189,402.0,0.0003949202644197472
null,190,366.0,0.0003595542705911131
null,191,421.0,0.0004135856500515263
null,192,346.0,0.000339906496241872
null,193,396.0,0.00038902593211497487
null,194,418.0,0.0004106384838991401
null,195,371.0,0.0003644662141784234
null,196,375.0,0.0003683957690482716
null,197,391.0,0.00038411398852766456
null,198,365.0,0.00035857188187365106
null,199,359.0,0.0003526775495688787
null,200,314.0,0.00030847005728308613
null,201,346.0,0.000339906496241872
null,202,357.0,0.0003507127721339546
null,203,337.0,0.00033106499778471347
null,204,328.0,0.0003222234993275549
null,205,344.0,0.00033794171880694785
null,206,302.0,0.00029668139267354144
null,207,346.0,0.000339906496241872
null,208,325.0,0.0003192763331751687
null,209,318.0,0.00031239961215293434
null,210,293.0,0.0002878398942163829
null,211,297.0,0.00029176944908623114
null,212,300.0,0.0002947166152386173
null,213,368.0,0.00036151904802603723
null,214,310.0,0.00030454050241323787
null,215,279.0,0.0002740864521719141
null,216,292.0,0.00028685750549892083
null,217,276.0,0.00027113928601952793
null,218,274.0,0.0002691745085846038
null,219,273.0,0.00026819211986714176
null,220,290.0,0.00028489272806399675
null,221,261.0,0.0002564034552575971
null,222,252.0,0.00024756195680043856
null,223,244.0,0.00023970284706074208
null,224,262.0,0.0002573858439750591
null,225,276.0,0.00027113928601952793
null,226,265.0,0.0002603330101274453
null,227,252.0,0.00024756195680043856
null,228,260.0,0.000255421066540135
null,229,285.0,0.00027998078447668645
null,230,278.0,0.000273104063454452
null,231,265.0,0.0002603330101274453
null,232,270.0,0.0002652449537147556
null,233,257.0,0.0002524739003877488
null,234,225.0,0.00022103746142896298
null,235,232.0,0.0002279141824511974
null,236,258.0,0.0002534562891052109
null,237,236.0,0.0002318437373210456
null,238,226.0,0.00022201985014642505
null,239,227.0,0.0002230022388638871
null,240,245.0,0.00024068523577820415
null,241,232.0,0.0002279141824511974
null,242,216.0,0.00021219596297180447
null,243,219.0,0.00021514312912419064
null,244,224.0,0.00022005507271150092
null,245,222.0,0.0002180902952765768
null,246,264.0,0.00025935062140998325
null,247,229.0,0.00022496701629881122
null,248,222.0,0.0002180902952765768
null,249,185.0,0.00018174191273048068
null,250,199.0,0.00019549535477494947
null,251,216.0,0.00021219596297180447
null,252,221.0,0.00021710790655911474
null,253,202.0,0.00019844252092733565
null,254,232.0,0.0002279141824511974
null,255,212.0,0.00020826640810195623
null,256,196.0,0.0001925481886225633
null,257,218.0,0.00021416074040672857
null,258,218.0,0.00021416074040672857
null,259,224.0,0.00022005507271150092
null,260,237.0,0.00023282612603850767
null,261,187.0,0.00018370669016540479
null,262,198.0,0.00019451296605748743
null,263,197.0,0.00019353057734002537
null,264,189.0,0.0001856714676003289
null,265,190.0,0.00018665385631779096
null,266,192.0,0.00018861863375271506
null,267,180.0,0.00017682996914317038
null,268,189.0,0.0001856714676003289
null,269,197.0,0.00019353057734002537
null,270,182.0,0.0001787947465780945
null,271,192.0,0.00018861863375271506
null,272,156.0,0.000153252639924081
null,273,176.0,0.00017290041427332216
null,274,167.0,0.00016405891581616365
null,275,185.0,0.00018174191273048068
null,276,188.0,0.00018468907888286685
null,277,152.0,0.00014932308505423276
