ad_exchange,paying_price,count,proportion
1,90,10465.0,0.002249589420373348
1,91,44073.0,0.009474071144205884
1,92,10370.0,0.002229167920618406
1,93,18470.0,0.003970369478671356
1,94,14261.0,0.0030655895579497676
1,95,53952.0,0.011597692155564537
1,96,17801.0,0.003826559127765501
1,97,17952.0,0.003859018564218093
1,98,3805.0,0.0008179348059742561
1,99,10961.0,0.002356211145409677
1,100,31391.0,0.006747908408498783
1,101,93487.0,0.020096260500950137
1,102,14041.0,0.003018297663780428
1,103,19549.0,0.0042023147232564334
1,104,10946.0,0.002352986698079949
1,105,8735.0,0.0018777031616780883
1,106,15446.0,0.0033203208969982546
1,107,17259.0,0.003710049097584674
1,108,27997.0,0.0060183234593590654
1,109,21954.0,0.004719301111789439
1,110,13138.0,0.0028241859345308215
1,111,12895.0,0.002771949887789233
1,112,10717.0,0.002303760135512773
1,113,21180.0,0.004552919629575491
1,114,13389.0,0.002878141686514931
1,115,13356.0,0.0028710479023895306
1,116,7314.0,0.001572240517975219
1,117,12854.0,0.0027631363984213105
1,118,8614.0,0.0018516926198849518
1,119,57826.0,0.01243045941925554
1,120,8473.0,0.0018213828149855114
1,121,36352.0,0.007814340622017387
1,122,10110.0,0.0021732775002364594
1,123,13814.0,0.0029695010275238823
1,124,19739.0,0.004243157722766318
1,125,3579.0,0.0007693531328730256
1,126,11946.0,0.002567949853395128
1,127,37740.0,0.008112709481594855
1,128,18243.0,0.00392157284241481
1,129,9300.0,0.0019991573444311647
1,130,14041.0,0.003018297663780428
1,131,9887.0,0.0021253407166011745
1,132,12804.0,0.0027523882406555516
1,133,11024.0,0.002369753824194533
1,134,6873.0,0.0014774417664812252
1,135,9528.0,0.0020481689438430254
1,136,13433.0,0.002887600065348799
1,137,15403.0,0.003311077481319702
1,138,4035.0,0.0008673763316967472
1,139,13390.0,0.0028783566496702467
1,140,8168.0,0.0017558190526143819
1,141,7908.0,0.0016999286322324353
1,142,17382.0,0.003736489565688441
1,143,8174.0,0.0017571088315462729
1,144,9962.0,0.002141462953249813
1,145,5669.0,0.0012186261274817495
1,146,14136.0,0.00303871916353537
1,147,8004.0,0.0017205650951426926
1,148,7322.0,0.0015739602232177404
1,149,10170.0,0.0021861752895553704
1,150,7333.0,0.0015763248179262075
1,151,42783.0,0.009196768673849302
1,152,9126.0,0.0019617537554063235
1,153,11160.0,0.0023989888133173973
1,154,10415.0,0.002238841262607589
1,155,7736.0,0.0016629549695182245
1,156,6772.0,0.001455730487794392
1,157,8823.0,0.001896619919345824
1,158,3326.0,0.0007149674545782853
1,159,6821.0,0.0014662636824048357
1,160,9418.0,0.0020245229967583555
1,161,9482.0,0.002038280638698527
1,162,4521.0,0.0009718484251799241
1,163,9896.0,0.002127275384999011
1,164,3394.0,0.0007295849491397175
1,165,5791.0,0.0012448516324302015
1,166,9340.0,0.0020077558706437714
1,167,20941.0,0.004501543435455163
1,168,5323.0,0.0011442488757426976
1,169,11850.0,0.002547313390484871
1,170,6280.0,0.0013499686153793239
1,171,6173.0,0.0013269675577606
1,172,9158.0,0.001968632576376409
1,173,5448.0,0.001171119270157095
1,174,6309.0,0.0013562025468834642
1,175,8471.0,0.0018209528886748811
1,176,5270.0,0.0011328558285109932
1,177,27430.0,0.005896439350295359
1,178,4869.0,0.0010466556032296065
1,179,6541.0,0.0014060739989165856
1,180,4412.0,0.0009484174412505696
1,181,10678.0,0.002295376572455481
1,182,6207.0,0.001334276305041316
1,183,5596.0,0.0012029338171437416
1,184,4796.0,0.0010309632928915983
1,185,6933.0,0.0014903395558001358
1,186,5051.0,0.001085778897496969
1,187,6726.0,0.0014458421826498938
1,188,5388.0,0.0011582214808381842
1,189,6022.0,0.001294508121308008
1,190,4989.0,0.001072451181867428
1,191,9531.0,0.002048813833308971
1,192,8771.0,0.0018854418352694349
1,193,6984.0,0.00150130267672121
1,194,4022.0,0.0008645818106776498
1,195,6166.0,0.0013254628156733935
1,196,7636.0,0.0016414586539867067
1,197,1893.0,0.0004069252530116338
1,198,3392.0,0.0007291550228290871
1,199,7366.0,0.0015834186020516083
1,200,3665.0,0.000787839964230131
1,201,85150.0,0.01830411267508749
1,202,8905.0,0.0019142468980816688
1,203,6288.0,0.0013516883206218455
1,204,3351.0,0.0007203415334611648
1,205,6011.0,0.0012921435265995408
1,206,5824.0,0.0012519454165556023
1,207,5301.0,0.0011395196863257637
1,208,5653.0,0.0012151867169967068
1,209,8980.0,0.0019303691347303071
1,210,5403.0,0.001161445928167912
1,211,6172.0,0.0013267525946052846
1,212,3330.0,0.000715827307199546
1,213,14287.0,0.003071178599987962
1,214,7226.0,0.0015533237603074833
1,215,9957.0,0.0021403881374732372
1,216,6677.0,0.0014353089880394501
1,217,5012.0,0.001077395334439677
1,218,4567.0,0.0009817367303244224
1,219,4681.0,0.0010062425300303528
1,220,9557.0,0.0020544028753471653
1,221,7513.0,0.0016150181858829396
1,222,4413.0,0.0009486324044058848
1,223,4361.0,0.0009374543203294956
1,224,1709.0,0.0003673720324336409
1,225,20689.0,0.004447372720315738
1,226,21873.0,0.00470188909620891
1,227,7512.0,0.0016148032227276245
1,228,6743.0,0.001449496556290252
1,229,4652.0,0.0010000085985262127
1,230,1819.0,0.00039101797951831055
1,231,5789.0,0.0012444217061195711
1,232,5115.0,0.0010995365394371405
1,233,11233.0,0.0024146811236554055
1,234,4874.0,0.0010477304190061824
1,235,4715.0,0.001013551277311069
1,236,41869.0,0.009000292349891229
1,237,3536.0,0.0007601097171944729
1,238,5300.0,0.0011393047231704485
1,239,3863.0,0.0008304026689825364
1,240,2624.0,0.0005640633195470296
1,241,10929.0,0.002349332324439591
1,242,2755.0,0.0005922234928933181
1,243,3469.0,0.0007457071857883559
1,244,2987.0,0.0006420949449264396
1,245,3152.0,0.0006775638655534442
1,246,3757.0,0.0008076165745191274
1,247,3867.0,0.0008312625216037971
1,248,11100.0,0.0023860910239984867
1,249,3017.0,0.000648543839585895
1,250,2114.0,0.00045443211033628834
1,251,7636.0,0.0016414586539867067
1,252,4346.0,0.0009342298729997678
1,253,8704.0,0.0018710393038633179
1,254,4103.0,0.0008819938262581794
1,255,5774.0,0.0012411972587898434
1,256,4158.0,0.0008938167998005142
1,257,2678.0,0.0005756713299340493
1,258,3432.0,0.0007377535490416942
1,259,5006.0,0.001076105555507786
1,260,10827.0,0.002327406082597443
1,261,6145.0,0.0013209485894117748
1,262,5863.0,0.0012603289796128943
1,263,2115.0,0.00045464707349160356
1,264,3615.0,0.000777091806464372
1,265,5313.0,0.001142099244189546
1,266,5804.0,0.0012476461534492989
1,267,4101.0,0.000881563899947549
1,268,1899.0,0.0004082150319435249
1,269,1284.0,0.0002760126914246898
1,270,1665.0,0.000357913653599773
1,271,3277.0,0.0007044342599678415
1,272,1609.0,0.000345875716902123
1,273,1238.0,0.00026612438628019155
1,274,2465.0,0.0005298841778519161
1,275,1083.0,0.00023280509720633884
1,276,1122.0,0.0002411886602636308
1,277,1714.0,0.0003684468482102168
1,278,1190.0,0.000255806154825063
1,279,918.0,0.0001973361765793343
1,280,1464.0,0.000314706059381422
1,281,26617.0,0.005721674305024119
1,282,1260.0,0.0002708535756971255
1,283,2677.0,0.0005754563667787341
1,284,1311.0,0.00028181669661819965
1,285,1240.0,0.00026655431259082194
1,286,4273.0,0.0009185375626617598
1,287,1393.0,0.0002994436753540443
1,288,895.0,0.0001923920240070852
1,289,2446.0,0.0005257998779009278
1,290,1104.0,0.0002373193234679576
1,291,1214.0,0.0002609652705526273
1,292,1458.0,0.00031341628044953096
1,293,2562.0,0.0005507356039174885
1,294,786.0,0.00016896104007773068
1,295,1453.0,0.00031234146467295506
1,296,714.0,0.00015348369289503778
1,297,617.0,0.00013263226682946544
1,298,745.0,0.00016014755070980835
1,299,838.0,0.00018013912415411999
1,300,4590.0,0.0009866808828966715
2,0,33.0,6.882065587336332e-06
2,4,42990.0,0.008965454533320876
2,5,253340.0,0.05283340896653898
2,6,46306.0,0.009656997851127157
2,7,56170.0,0.011714109819414599
2,8,39594.0,0.008257227420151355
2,9,43640.0,0.009101010370647198
2,10,59434.0,0.012394808670234774
2,11,49466.0,0.010316007767975121
2,12,53209.0,0.011096600843532693
2,13,44938.0,0.00937170495041576
2,14,30904.0,0.006444950148819455
2,15,34067.0,0.00710458570799354
2,16,53717.0,0.011202542944089264
2,17,26454.0,0.005516914031739252
2,18,62886.0,0.013114714440158564
2,19,27494.0,0.005733803371461367
2,20,61917.0,0.012912631968821323
2,21,44926.0,0.009369202381111275
2,22,57494.0,0.011990226632676215
2,23,30236.0,0.006305640457536404
2,24,34841.0,0.007266001428132883
2,25,36426.0,0.007596549123767067
2,26,19502.0,0.0040670922146737315
2,27,32510.0,0.0067798773407364895
2,28,31290.0,0.006525449461447085
2,29,18466.0,0.003851037064719779
2,30,59964.0,0.012505338814516237
2,31,32311.0,0.006738376399770431
2,32,54193.0,0.011301811526500541
2,33,50035.0,0.010434671262496163
2,34,37234.0,0.007765055456935788
2,35,13736.0,0.002864607663868238
2,36,41954.0,0.008749399383366923
2,37,15585.0,0.003250211884201113
2,38,44820.0,0.009347096352254981
2,39,25940.0,0.0054097206465304375
2,40,78300.0,0.016329264711770753
2,41,34899.0,0.007278097179771232
2,42,60317.0,0.012578956061556531
2,43,22900.0,0.004775736422727333
2,44,66435.0,0.01385484931196028
2,45,63873.0,0.013320550765452532
2,46,25099.0,0.005234332247774381
2,47,58236.0,0.01214496883467026
2,48,24986.0,0.005210766386823806
2,49,66251.0,0.013816476582624828
2,50,40518.0,0.008449925256596772
2,51,23047.0,0.004806392896707286
2,52,64702.0,0.013493436594904101
2,53,15525.0,0.0032376990376786837
2,54,24959.0,0.005205135605888712
2,55,24380.0,0.0050843866369472655
2,56,38860.0,0.008104153597693632
2,57,13376.0,0.00278953058473366
2,58,40860.0,0.008521248481774622
2,59,77139.0,0.016087141131561736
2,60,46635.0,0.00972560995955848
2,61,12020.0,0.002506740253326749
2,62,18170.0,0.0037893070218757924
2,63,40836.0,0.00851624334316565
2,64,34759.0,0.0072489005378855624
2,65,16311.0,0.0034016173271225122
2,66,60816.0,0.012683021235134739
2,67,47748.0,0.009957723262549551
2,68,22825.0,0.004760095364574296
2,69,23043.0,0.004805558706939124
2,70,19128.0,0.003989095471350587
2,71,11936.0,0.002489222268195347
2,72,27897.0,0.005817847990603687
2,73,13093.0,0.0027305116586362
2,74,17242.0,0.003595774995662213
2,75,23684.0,0.004939237617287082
2,76,18860.0,0.003933204756883734
2,77,14265.0,0.0029749292607076597
2,78,15212.0,0.0031724236883200084
2,79,13202.0,0.0027532433298186137
2,80,17885.0,0.0037298710008942513
2,81,16483.0,0.0034374874871534776
2,82,12347.0,0.0025749352668739908
2,83,13561.0,0.0028281118615111514
2,84,12453.0,0.002597041295730283
2,85,17223.0,0.003591812594263444
2,86,24446.0,0.0050981507681219385
2,87,11248.0,0.002345741628071487
2,88,10643.0,0.002219570425636987
2,89,8361.0,0.001743665162900578
2,90,22744.0,0.004743203021769016
2,91,10630.0,0.002216859308890461
2,92,14403.0,0.0030037088077092483
2,93,8049.0,0.0016785983609839436
2,94,17173.0,0.003581385222161419
2,95,10130.0,0.0021125855878702136
2,96,14573.0,0.0030391618728561323
2,97,7408.0,0.0015449194506359863
2,98,6987.0,0.001457120977536938
2,99,8918.0,0.0018598260881171336
2,100,46010.0,0.00959526780828317
2,101,12839.0,0.002677540608357914
2,102,9171.0,0.001912588590953379
2,103,18299.0,0.0038162096418990162
2,104,7548.0,0.0015741160925216557
2,105,8516.0,0.0017759900164168547
2,106,11431.0,0.002383905809964897
2,107,10582.0,0.002206849031672517
2,108,10227.0,0.0021328146897481412
2,109,7076.0,0.001475681699878542
2,110,11116.0,0.0023182133657221413
2,111,14911.0,0.0031096509082658196
2,112,26724.0,0.005573221841090186
2,113,7068.0,0.001474013320342218
2,114,8880.0,0.0018519012853195948
2,115,15875.0,0.0033106906423928566
2,116,5230.0,0.0010907031218717884
2,117,7402.0,0.0015436681659837432
2,118,17693.0,0.0036898298920224762
2,119,6072.0,0.0012663000680698852
2,120,12872.0,0.0026844226739452504
2,121,7867.0,0.0016406427265325734
2,122,9354.0,0.0019507527728467894
2,123,7805.0,0.0016277127851260628
2,124,15273.0,0.0031851450822844786
2,125,8513.0,0.0017753643740907332
2,126,22844.0,0.004764057765973066
2,127,5739.0,0.0011968537698704002
2,128,8980.0,0.0018727560295236443
2,129,7308.0,0.0015240647064319367
2,130,8335.0,0.001738242929407525
2,131,5323.0,0.0011100980339815545
2,132,15865.0,0.0033086051679724515
2,133,36106.0,0.007529813942314109
2,134,3294.0,0.0006869552740813902
2,135,10452.0,0.002179737864207253
2,136,6556.0,0.0013672370300174847
2,137,6088.0,0.001269636827142533
2,138,5845.0,0.0012189597987266928
2,139,5966.0,0.0012441940392135926
2,140,38750.0,0.008081213379069177
2,141,14921.0,0.0031117363826862247
2,142,19276.0,0.00401996049277258
2,143,11993.0,0.0025011094723916554
2,144,8507.0,0.0017741130894384902
2,145,5355.0,0.0011167715521268502
2,146,6487.0,0.0013528472565166904
2,147,7752.0,0.0016166597706979166
2,148,72773.0,0.015176622999612937
2,149,15511.0,0.0032347793734901166
2,150,23570.0,0.004915463208894465
2,151,5440.0,0.0011344980847002922
2,152,3989.0,0.0008318957462995341
2,153,8489.0,0.0017703592354817613
2,154,5576.0,0.0011628605368177996
2,155,4523.0,0.0009432600803491584
2,156,5148.0,0.0010736022316244678
2,157,23030.0,0.004802847590192598
2,158,12125.0,0.002528637734741001
2,159,4764.0,0.0009935200138809178
2,160,14706.0,0.003066898682647518
2,161,3168.0,0.0006606782963842878
2,162,33727.0,0.007033679577699772
2,163,4000.0,0.0008341897681619796
2,164,4545.0,0.0009478481240740494
2,165,5775.0,0.0012043614777838582
2,166,36233.0,0.007556299467453252
2,167,4209.0,0.0008777761835484431
2,168,13714.0,0.0028600196201433474
2,169,4127.0,0.0008606752933011225
2,170,3987.0,0.0008314786514154532
2,171,4638.0,0.0009672430361838154
2,172,4124.0,0.000860049650975001
2,173,8563.0,0.0017857917461927579
2,174,11708.0,0.0024416734514101143
2,175,4481.0,0.0009345010877834577
2,176,4490.0,0.0009363780147618222
2,177,21520.0,0.004487940952711451
2,178,4324.0,0.0009017591393831
2,179,1814.0,0.00037830505986145775
2,180,71799.0,0.014973497791065493
2,181,3629.0,0.000756818667164956
2,182,22462.0,0.004684392643113597
2,183,3544.0,0.0007390921345915139
2,184,4639.0,0.0009674515836258559
2,185,4795.0,0.000999984984584173
2,186,4477.0,0.0009336668980152957
2,187,3374.0,0.0007036390694446298
2,188,7576.0,0.0015799554208987894
2,189,5703.0,0.0011893460619569424
2,190,4224.0,0.0008809043951790505
2,191,4405.0,0.0009186514821883801
2,192,10872.0,0.0022673277898642608
2,193,3409.0,0.0007109382299160472
2,194,3893.0,0.0008118751918636467
2,195,3668.0,0.0007649520174045353
2,196,3665.0,0.0007643263750784138
2,197,2246.0,0.0004683975548229516
2,198,4954.0,0.0010331440278686119
2,199,12406.0,0.00258723956595438
2,200,24312.0,0.005070205410888512
2,201,4329.0,0.0009028018765933025
2,202,4881.0,0.0010179200645996556
2,203,3281.0,0.0006842441573348638
2,204,3968.0,0.0008275162500166838
2,205,4553.0,0.0009495165036103733
2,206,2608.0,0.0005438917288416107
2,207,4264.0,0.0008892462928606703
2,208,6858.0,0.001430218357513714
2,209,2716.0,0.0005664148525819842
2,210,17461.0,0.0036414468854690817
2,211,4405.0,0.0009186514821883801
2,212,3582.0,0.0007470169373890528
2,213,2960.0,0.000617300428439865
2,214,10680.0,0.0022272866809924857
2,215,1747.0,0.00036433238124474463
2,216,7396.0,0.0015424168813315004
2,217,2523.0,0.0005261651962681687
2,218,4001.0,0.0008343983156040201
2,219,2517.0,0.0005249139116159257
2,220,5139.0,0.0010717253046461034
2,221,16687.0,0.0034800311653297384
2,222,3619.0,0.0007547331927445511
2,223,2526.0,0.0005267908385942901
2,224,2716.0,0.0005664148525819842
2,225,20811.0,0.00434008081630474
2,226,3158.0,0.000658592821963883
2,227,3163.0,0.0006596355591740854
2,228,2880.0,0.0006006166330766253
2,229,3234.0,0.0006744424275589605
2,230,3835.0,0.000799779440225298
2,231,3220.0,0.0006715227633703936
2,232,2794.0,0.0005826815530611428
2,233,1845.0,0.00038477003056471313
2,234,3573.0,0.0007451400104106883
2,235,3374.0,0.0007036390694446298
2,236,12369.0,0.0025795233105988815
2,237,2796.0,0.0005830986479452237
2,238,3394.0,0.0007078100182854397
2,239,1875.0,0.00039102645382592795
2,240,3322.0,0.0006927946024585241
2,241,2243.0,0.00046777191249683007
2,242,2223.0,0.00046360096365602015
2,243,2398.0,0.0005000967660131068
2,244,3048.0,0.0006356526033394284
2,245,2471.0,0.0005153207292820629
2,246,3421.0,0.000713440799220533
2,247,3726.0,0.0007770477690428841
2,248,4591.0,0.0009574413064079121
2,249,2315.0,0.0004827873283237457
2,250,11954.0,0.0024929761221520763
2,251,1515.0,0.00031594937469134977
2,252,3273.0,0.0006825757777985398
2,253,2276.0,0.0004746539780841664
2,254,2659.0,0.000554527648385676
2,255,2594.0,0.0005409720646530438
2,256,2791.0,0.0005820559107350213
2,257,2196.0,0.0004579701827209268
2,258,3450.0,0.0007194886750397074
2,259,2755.0,0.0005745482028215635
2,260,2664.0,0.0005555703855958784
2,261,2532.0,0.0005280421232465331
2,262,2967.0,0.0006187602605341484
2,263,2642.0,0.0005509823418709876
2,264,2319.0,0.0004836215180919077
2,265,2831.0,0.0005903978084166411
2,266,2222.0,0.0004633924162139797
2,267,2052.0,0.00042793935106709554
2,268,1455.0,0.0003034365281689201
2,269,1154.0,0.00024066374811473112
2,270,1408.0,0.0002936347983930168
2,271,1109.0,0.00023127911322290886
2,272,1461.0,0.00030468781282116307
2,273,829.0,0.0001728858294515703
2,274,1439.0,0.0003000997690962722
2,275,1502.0,0.00031323825794482335
2,276,1355.0,0.0002825817839648706
2,277,897.0,0.00018706705551032392
2,278,1044.0,0.00021772352949027667
2,279,604.0,0.00012596265499245892
2,280,6221.0,0.001297373636933919
2,281,677.0,0.00014118661826141506
2,282,977.0,0.00020375085087356352
2,283,558.0,0.00011636947265859616
2,284,974.0,0.00020312520854744203
2,285,644.0,0.00013430455267407872
2,286,882.0,0.0001839388438797165
2,287,620.0,0.00012929941406510684
2,288,912.0,0.00019019526714093136
2,289,574.0,0.00011970623173124408
2,290,1006.0,0.00020979872669273789
2,291,620.0,0.00012929941406510684
2,292,947.0,0.00019749442761234868
2,293,638.0,0.00013305326802183574
2,294,1003.0,0.0002091730843666164
2,295,1496.0,0.00031198697329258036
2,296,872.0,0.00018185336945931156
2,297,535.0,0.00011157288149166477
2,298,973.0,0.00020291666110540155
2,299,1014.0,0.00021146710622906183
2,300,4514.0,0.000941383153370794
3,0,3224.0,0.0006277344122680799
3,1,2.0,3.8941340711419356e-07
3,2,4.0,7.788268142283871e-07
3,4,1.0,1.9470670355709678e-07
3,5,13541.0,0.0026365234728666473
3,6,3.0,5.841201106712903e-07
3,7,3.0,5.841201106712903e-07
3,9,3.0,5.841201106712903e-07
3,10,45627.0,0.008883882763199654
3,11,15609.0,0.0030391769358227233
3,12,122.0,2.3754217833965804e-05
3,13,327.0,6.366909206317065e-05
3,14,529.0,0.0001029998461817042
3,15,747.0,0.0001454459075571513
3,16,1031.0,0.00020074261136736676
3,17,1265.0,0.00024630397999972744
3,18,1154.0,0.00022469153590488967
3,19,1041.0,0.00020268967840293773
3,20,568836.0,0.1107561824246047
3,21,92655.0,0.0180405496180828
3,22,133058.0,0.025907284561900182
3,23,1516.0,0.0002951753625925587
3,24,668.0,0.00013006407797614065
3,25,697.0,0.00013571057237929645
3,26,490.0,9.540628474297742e-05
3,27,511.0,9.949512551767645e-05
3,28,539.0,0.00010494691321727516
3,29,493.0,9.59904048536487e-05
3,30,67189.0,0.013082148705297775
3,31,21482.0,0.004182689405813553
3,32,488.0,9.501687133586322e-05
3,33,31208.0,0.006076406804609876
3,34,578.0,0.00011254047465600193
3,35,1318.0,0.00025662343528825356
3,36,1246.0,0.00024260455263214257
3,37,974.0,0.00018964432926461225
3,38,1686.0,0.00032827550219726516
3,39,1326.0,0.0002581810889167103
3,40,17890.0,0.0034833029266364613
3,41,1519.0,0.00029575948270322997
3,42,7193.0,0.0014005253186861971
3,43,2938.0,0.0005720482950507503
3,44,4061.0,0.00079070392314537
3,45,2012.0,0.0003917498875568787
3,46,2010.0,0.00039136047414976453
3,47,2571.0,0.0005005909348452958
3,48,2355.0,0.0004585342868769629
3,49,4111.0,0.0008004392583232248
3,50,621134.0,0.12093895360723374
3,51,2101.0,0.0004090787841734603
3,52,157561.0,0.030678182919159722
3,53,2342.0,0.0004560030997307206
3,54,3359.0,0.0006540198172482881
3,55,339026.0,0.06601063488014829
3,56,2229.0,0.0004340012422287687
3,57,2140.0,0.0004166723456121871
3,58,1284.0,0.00025000340736731224
3,59,1836.0,0.00035748150773082964
3,60,3866.0,0.0007527361159517361
3,61,1196.0,0.00023286921745428773
3,62,1270.0,0.0002472775135175129
3,63,2620.0,0.0005101315633195935
3,64,13691.0,0.0026657294784002117
3,65,871.0,0.00016958953879823128
3,66,1764.0,0.0003434626250747187
3,67,3174.0,0.0006179990770902251
3,68,1123.0,0.00021865562809461966
3,69,2179.0,0.0004242659070509139
3,70,844648.0,0.16445862774609468
3,71,1361.0,0.0002649958235412087
3,72,1687.0,0.00032847020890082224
3,73,208907.0,0.040675593320002416
3,74,1623.0,0.00031600897987316807
3,75,2056.0,0.00040031698251339097
3,76,1628.0,0.00031698251339095355
3,77,453243.0,0.08824945044032921
3,78,1725.0,0.0003358690636359919
3,79,1836.0,0.00035748150773082964
3,80,403158.0,0.07849756519267202
3,81,2917.0,0.0005679594542760513
3,82,1761.0,0.00034287850496404743
3,83,2614.0,0.0005089633230982509
3,84,164516.0,0.03203236804239933
3,85,8759.0,0.0017054360164566107
3,86,13731.0,0.0026735177465424956
3,87,7621.0,0.0014838597878086344
3,88,230496.0,0.044879116343096576
3,89,4917.0,0.0009573728613902448
3,90,9376.0,0.0018255700525513392
3,91,4230.0,0.0008236093560465193
3,92,3089.0,0.0006014490072878719
3,93,1878.0,0.0003656591892802277
3,94,5753.0,0.0011201476655639778
3,95,14135.0,0.002752179254779563
3,96,4224.0,0.0008224411158251767
3,97,2068.0,0.00040265346295607614
3,98,1734.0,0.0003376214239680058
3,99,2978.0,0.0005798365631930342
3,100,14670.0,0.0028563473411826095
3,101,1844.0,0.00035903916135928646
3,102,1893.0,0.0003685797898335842
3,103,1493.0,0.00029069710841074547
3,104,1811.0,0.0003526138401419022
3,105,10887.0,0.0021197718816261127
3,106,1507.0,0.00029342300226054485
3,107,1703.0,0.0003315855161577358
3,108,1440.0,0.00028037765312221934
3,109,1717.0,0.00033431141000753514
3,110,2551.0,0.0004966968007741538
3,111,1722.0,0.00033528494352532063
3,112,1414.0,0.00027531527882973484
3,113,1476.0,0.0002873870944502748
3,114,1553.0,0.0003023795106241713
3,115,1471.0,0.0002864135609324893
3,116,1381.0,0.00026888995761235066
3,117,7726.0,0.0015043039916821297
3,118,1410.0,0.00027453645201550643
3,119,1399.0,0.0002723946782763784
3,120,3369.0,0.000655966884283859
3,121,1470.0,0.00028621885422893225
3,122,1686.0,0.00032827550219726516
3,123,1235.0,0.0002404627788930145
3,124,1361.0,0.0002649958235412087
3,125,2232.0,0.00043458536233944
3,126,1207.0,0.0002350109911934158
3,127,977.0,0.00019022844937528353
3,128,1175.0,0.0002287803766795887
3,129,9652.0,0.001879309102733098
3,130,1595.0,0.00031055719217356936
3,131,991.0,0.00019295434322508289
3,132,1220.0,0.00023754217833965805
3,133,1002.0,0.00019509611696421096
3,134,919.0,0.00017893546056897192
3,135,861.0,0.00016764247176266031
3,136,1556.0,0.00030296363073484256
3,137,1039.0,0.00020230026499582355
3,138,848.0,0.00016511128461641807
3,139,866.0,0.0001686160052804458
3,140,1165.0,0.00022683330964401774
3,141,863.0,0.00016803188516977452
3,142,1160.0,0.00022585977612623226
3,143,1982.0,0.00038590868645016577
3,144,2158.0,0.0004201770662762148
3,145,874.0,0.00017017365890890256
3,146,4801.0,0.0009347868837776216
3,147,6545.0,0.0012743553747811983
3,148,1259.0,0.0002451357397783848
3,149,973.0,0.00018944962256105515
3,150,12755.0,0.0024834840038707694
3,151,1624.0,0.00031620368657672514
3,152,1284.0,0.00025000340736731224
3,153,1597.0,0.0003109466055806835
